"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"15817","Kids - Crown Paradise",4.06090464224309,3306.53127893136,0,"Zingulart Zingulart","4+","EN",187665408,"Games","Games, Strategy, Family, Travel"
"15818","Santa Pops - Match3",4.06090464224309,3306.53127893136,0.99,"Jerry Kien","4+","EN",247716864,"Games","Games, Puzzle, Strategy"
"15819","Unbearable Tank Wars",4.06090464224309,3306.53127893136,0,"Ali asif","12+","EN",99281920,"Games","Games, Strategy, Action, Entertainment"
"15820","Venture Game",4.06090464224309,3306.53127893136,0,"Qingfeng Yang","4+","EN",18383872,"Games","Games, Finance, Strategy, Simulation"
"15821","Pocket Cube Solver",3,138,0,"MC2 Tech Services LLC","4+","EN",8157184,"Games","Games, Strategy, Entertainment, Puzzle"
"15822","War of Lords-3D Warfare",4.06090464224309,3306.53127893136,0,"YUXIN CHEN","12+","ZH",390628352,"Games","Games, Card, Strategy, Entertainment"
"15823","Planet Overlord",4.5,800,0,"HONGGENG YU","4+","EN",313645056,"Games","Games, Puzzle, Strategy"
"15824","Lords Mania",4.06090464224309,3306.53127893136,0,"Miiny Holdings Pte. Ltd.","12+","EN",178577408,"Games","Games, Role Playing, Strategy"
"15825","Satellite - Gravity Game",5,34,0,"Basim Mekha","4+","EN",51117056,"Games","Games, Strategy, Action"
"15826","Battle Royale Warzone",4,5,0,"RedZone Studios LLC","12+","EN",285692928,"Games","Games, Strategy, Entertainment, Action"
"15827","2048\u5c0f\u5c0f\u5efa\u7b51\u5e08",4.06090464224309,3306.53127893136,0,"JunPing Luo","4+","EN, ZH",16268288,"Games","Games, Strategy, Entertainment, Puzzle"
"15828","Hymn of Archangel",4.06090464224309,3306.53127893136,0,"Randolph Carl","12+","EN, ZH",241693696,"Games","Games, Entertainment, Strategy, Role Playing"
"15829","Survival on Earth-FPS 3D 2019",4.06090464224309,3306.53127893136,0,"Wilson Juan","17+","EN",202727424,"Games","Games, Action, Strategy"
"15830","Space sum",4.06090464224309,3306.53127893136,3.99,"Terry Tan","4+","EN",16221184,"Games","Games, Puzzle, Strategy, Education"
"15831","Decks - Lite",4.06090464224309,3306.53127893136,0,"Dennis Palmer","4+","EN",10141696,"Games","Games, Strategy, Entertainment, Card"
"15832","Addit - Number Game",4.06090464224309,3306.53127893136,0,"Karim Kabbaj","4+","EN",9961472,"Games","Games, Strategy, Puzzle"
"15833","Addit - Number Game",4.06090464224309,3306.53127893136,0,"Karim Kabbaj","4+","EN",9961472,"Games","Games, Strategy, Puzzle"
"15834","Bubble Pop Spinner",4.5,1398,0,"Ilyon Dynamics Ltd.","4+","EN",91956224,"Games","Games, Casual, Entertainment, Strategy"
"15835","Food Truck Idle",3.5,7,0,"Rhino Games LLC","4+","EN",124998656,"Games","Games, Strategy, Simulation, Entertainment"
"15836","King Rivals",4.5,13,0,"Topebox","9+","EN",510818304,"Games","Games, Strategy, Card, Entertainment"
"15837","\"Nine Men's Morris Strategy\"",4.06090464224309,3306.53127893136,0.99,"Benjamin Car Mat","4+","EN",26501120,"Games","Games, Board, Strategy, Lifestyle"
"15838","Conflict 0: Revolution",4.06090464224309,3306.53127893136,0,"Black River Studios","9+","EN, PT, ES",906510336,"Games","Games, Strategy"
"15839","Taxi Idle 3D",4.06090464224309,3306.53127893136,0,"Holoboo","4+","EN",162453504,"Games","Games, Simulation, Strategy"
"15840","Animight - Forrest League",4.06090464224309,3306.53127893136,0.99,"Can Ahmet Aydemir","9+","EN",110259200,"Games","Games, Strategy, Role Playing"
"15841","Vivajava",4.06090464224309,3306.53127893136,5.99,"Kyle Richter","17+","EN",406623232,"Games","Games, Board, Strategy, Food & Drink"
"15842","Life Counter for MtG",4.06090464224309,3306.53127893136,0,"Daniel Boberg","4+","EN, DE, ES",536075264,"Games","Games, Strategy, Card, Utilities"
"15843","Hello, My Rabbit",4.06090464224309,3306.53127893136,0,"Shuai Yuan","4+","EN, ZH, ZH",92807168,"Games","Games, Puzzle, Strategy"
"15844","Snake: Retro",4.06090464224309,3306.53127893136,0,"Centaur Games","4+","EN",14183424,"Games","Games, Casual, Strategy"
"15845","Fairy Chess",4.06090464224309,3306.53127893136,0,"Simon Zehnder","4+","EN",5267456,"Games","Games, Entertainment, Strategy, Sports"
"15846","Road of smash",4.06090464224309,3306.53127893136,0,"said hamzeh","9+","EN",151555072,"Games","Games, Action, Strategy"
"15847","Runestrife Erlemaitre",4.06090464224309,3306.53127893136,0,"Eric Le Maitre","9+","EN",58567680,"Games","Games, Strategy"
"15848","Helix Color Ball Jump 3d 2019",4.5,32,0,"Khushal Khan","4+","EN",104790016,"Games","Games, Strategy, Music, Adventure"
"15849","Sleepy Fish",4.06090464224309,3306.53127893136,0,"PRABHAKAR JHA","9+","EN",61338624,"Games","Games, Strategy, Action"
"15850","Worm Runner: Dig or jump!",4.06090464224309,3306.53127893136,0,"Vectware Solutions","9+","EN",158397440,"Games","Games, Strategy, Racing"
"15851","Seesaw!",4.06090464224309,3306.53127893136,0,"Norbu Sonam","4+","EN",23182336,"Games","Games, Casual, Strategy"
"15852","BB Run",4.06090464224309,3306.53127893136,0,"JRH Applications, LLC","4+","EN",9470976,"Games","Games, Strategy"
"15853","TiddlyWinks Pro",4.06090464224309,3306.53127893136,0.99,"GLOBE NETWORKING LLC","4+","EN",57183232,"Games","Games, Simulation, Strategy"
"15854","ClashFox : Clan Manager",4.06090464224309,3306.53127893136,0,"Asif Mahmud","9+","BN, EN, FR, DE, ID, IT, PT, RU, ES",78242816,"Games","Games, Strategy, Utilities"
"15855","War Support",4.06090464224309,3306.53127893136,0,"Red Hog Games","12+","EN",404416512,"Games","Games, Puzzle, Strategy"
"15856","Chess Memory Trainer",4.06090464224309,3306.53127893136,0,"Marcus Buffett","4+","EN",9594880,"Games","Games, Productivity, Board, Strategy"
"15857","Zoron Wars",4.06090464224309,3306.53127893136,0,"Maas Games UG","9+","EN",277866496,"Games","Games, Strategy, Action"
"15858","Classic Runner Adventure",4.06090464224309,3306.53127893136,0,"Cuong Pham","4+","EN",22281216,"Games","Games, Role Playing, Strategy"
"15859","Sniper War Legend Battlefield",4,15,0,"MAI THI HUONG","17+","EN",410321920,"Games","Games, Action, Strategy, Entertainment"
"15860","Blox Defense: Hero Tower RPG",4,20,0,"humble. DNA LLC","9+","EN",675552256,"Games","Games, Strategy, Simulation"
"15861","BBBlackjack - 21 Blackjack",4.06090464224309,3306.53127893136,0,"BBBlackjack LTD","12+","EN",155698176,"Games","Games, Casino, Strategy, Entertainment"
"15862","Heroes of Land, Air & Sea Aid",4.5,6,0,"Gamelyn Games","4+","EN",386022400,"Entertainment","Entertainment, Strategy, Board, Games"
"15863","Munchie Match Online Earn Cash",4.06090464224309,3306.53127893136,0,"Bouchard Industries Corp.","17+","EN, FR, DE, IT, JA, KO, NB, PT, RU, ES, ZH",144620544,"Games","Games, Food & Drink, Casual, Strategy"
"15864","Space Chess",4.5,5,0,"Deep Logic LLC","4+","EN",136596480,"Games","Games, Board, Strategy"
"15865","Draw & Drop: Physical Lines",4.06090464224309,3306.53127893136,0,"Smobiletec Apps","4+","EN",112677888,"Games","Games, Puzzle, Strategy"
"15866","Pig Pens",4.06090464224309,3306.53127893136,0,"James Durie","4+","EN",172143616,"Games","Games, Strategy, Education"
"15867","Pool Solitaire",4.06090464224309,3306.53127893136,0,"Centaur Games","4+","EN",15170560,"Games","Games, Sports, Strategy"
"15868","Sudoku Plus!",4.06090464224309,3306.53127893136,0,"Jerry Perlman","4+","EN",99955712,"Games","Games, Board, Strategy"
"15869","Fruit Mix Game",4.06090464224309,3306.53127893136,0,"Benjamin Car Mat","4+","EN",187435008,"Games","Games, Entertainment, Strategy, Puzzle"
"15870","Prison Break-Escape Game",2,14,0,"Ta Thi Vui","17+","EN",94182400,"Games","Games, Entertainment, Strategy, Action"
"15871","Merge Monster - Idle Game",4.06090464224309,3306.53127893136,0,"Smith Cameron","9+","EN",149289984,"Games","Games, Strategy, Simulation"
"15872","Infinite Zombie Idle",4,7,0,"tong wu","12+","EN",115653632,"Games","Games, Casual, Strategy"
"15873","Legion of Titan",4.5,131,0,"Anansi","9+","ZH, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",627150848,"Games","Games, Simulation, Strategy"
"15874","Squishygeddon",4.06090464224309,3306.53127893136,0,"Memini Software Limited","9+","EN",79759360,"Education","Education, Word, Strategy, Games"
"15875","Warrior Princess - AR",4.06090464224309,3306.53127893136,0,"RajCOMP Info Services Ltd.","4+","EN",374077440,"Games","Games, Action, Strategy, Entertainment"
"15876","Deckhowler",4.06090464224309,3306.53127893136,0,"Sven Richter","9+","EN",169338880,"Games","Games, Card, Strategy"
"15877","YaYa Dice",4.06090464224309,3306.53127893136,0,"James Coffman","4+","EN",880640,"Games","Games, Entertainment, Puzzle, Strategy"
"15878","3T Minimal",4.06090464224309,3306.53127893136,0,"Emanuele Chiavelli","4+","EN",24420352,"Games","Games, Entertainment, Strategy"
"15879","Sqrd",4.06090464224309,3306.53127893136,0,"M4 Private Equity Inc.","4+","EN",73356288,"Games","Games, Puzzle, Strategy"
"15880","Mission Impoppable",5,21,0,"Jason Claire","9+","EN",151038976,"Games","Games, Strategy, Action, Entertainment"
"15881","Nurikabe Islands in the Stream",4.06090464224309,3306.53127893136,0,"Andrew London","4+","EN",25873408,"Games","Games, Strategy, Education, Puzzle"
"15882","PUBG DEBRIEF",4.5,8,0,"Alan Longcoy","4+","EN",226416640,"Games","Games, Action, Strategy, Entertainment"
"15883","One Line Puzzle Music",4.06090464224309,3306.53127893136,0,"yassine aderdour","4+","EN",39408640,"Games","Games, Strategy, Puzzle, Entertainment"
"15884","Kingdom of Animals - Merge",4.06090464224309,3306.53127893136,0,"fu qi","4+","EN",504298496,"Games","Games, Strategy, Casual"
"15885","Colored Cubes",4.06090464224309,3306.53127893136,0,"Hiren Parikh","4+","EN",30206976,"Games","Games, Strategy, Casual"
"15886","Captains & Puzzles",4.06090464224309,3306.53127893136,0,"Xiaojian Shao","12+","EN",263165952,"Games","Games, Puzzle, Strategy"
"15887","My dream beach",4.06090464224309,3306.53127893136,0,"Bilagaana Cherokee","9+","EN",20137984,"Games","Games, Simulation, Strategy"
"15888","Big Touch",4.06090464224309,3306.53127893136,0.99,"Ali Riza Sacan","4+","EN",39161856,"Games","Games, Puzzle, Strategy"
"15889","Merge Cars Tycoon",4.06090464224309,3306.53127893136,0,"amine Eddaha","4+","EN",80270336,"Games","Games, Casual, Strategy, Entertainment"
"15890","Survival Shooting: Block World",4.06090464224309,3306.53127893136,0,"HOANG THI KHICH","17+","EN",215008256,"Games","Games, Entertainment, Strategy, Action"
"15891","Conquest of Empires",4.5,56,0,"Snail Games USA Inc.","9+","EN",530086912,"Games","Games, Strategy"
"15892","Chess Tactics Thrill",4.06090464224309,3306.53127893136,0,"Thomas Denton","4+","EN",15123456,"Entertainment","Entertainment, Strategy, Games, Adventure"
"15893","Chess Tactics Thrill",4.06090464224309,3306.53127893136,0,"Thomas Denton","4+","EN",15123456,"Entertainment","Entertainment, Strategy, Games, Adventure"
"15894","Fuzzy Fish",4.06090464224309,3306.53127893136,0,"Louie Murphy","4+","EN",18446336,"Games","Games, Casual, Strategy"
"15895","Idle Rockets",5,8,0,"Digital Relics LLC","4+","EN",30285824,"Games","Games, Entertainment, Family, Strategy"
"15896","Block Fun - Have Fun",4.06090464224309,3306.53127893136,0,"QING ZHOU","4+","AR, EN, FR, DE, ID, IT, JA, KO, MS, PT, RU, ZH, ES, TH, ZH, TR, VI",75043840,"Games","Games, Family, Strategy"
"15897","Merge Kitty",4.06090464224309,3306.53127893136,0,"Ghafar Hamzah","4+","EN",371970048,"Games","Games, Strategy"
"15898","CrazyBalls2019",4.06090464224309,3306.53127893136,0,"Lean Pigou","4+","ZH",4989952,"Games","Games, Strategy"
"15899","\"Invader's\"",4.06090464224309,3306.53127893136,0.99,"Steven F.","4+","EN, FR",33106944,"Games","Games, Strategy, Card"
"15900","Survivals Campaigns:Border War",4.06090464224309,3306.53127893136,0,"Nguyen Tai Phung","17+","EN",177813504,"Games","Games, Strategy, Action, Entertainment"
"15901","Survivals Campaigns:Border War",4.06090464224309,3306.53127893136,0,"Nguyen Tai Phung","17+","EN",177813504,"Games","Games, Strategy, Action, Entertainment"
"15902","Heroes Clash - Zombies War",4.5,75,0,"caesars","9+","EN, FR, DE, RU, ZH, ES, ZH",101224448,"Games","Games, Simulation, Strategy"
"15903","Neighbor Strange Secret Story",5,7,0,"Qamar Ul Zaman","9+","EN",439909376,"Games","Games, Strategy, Adventure, Entertainment"
"15904","Wool Factory Idle",4.5,4255,0,"Green Panda Games","4+","EN, FR, DE, IT, JA, PT, ES",222107648,"Games","Games, Simulation, Entertainment, Strategy"
"15905","Gun Beasts",4.06090464224309,3306.53127893136,0,"zakaria fathy","4+","EN",106298368,"Games","Games, Action, Entertainment, Strategy"
"15906","Plug It!",4.5,6,0,"Brian Smith","4+","EN",30068736,"Games","Games, Action, Strategy"
"15907","\u22c6Pyramid",4.5,1648,0,"Brainium Studios LLC","4+","NL, EN, FR, DE, IT, ZH, ES",293646336,"Games","Games, Entertainment, Card, Strategy"
"15908","Color Dip",4.06090464224309,3306.53127893136,0,"Anwarissa Asbah","4+","EN",97336320,"Games","Games, Strategy, Casual"
"15909","Snappy Go - Rise Space Odyssey",4.06090464224309,3306.53127893136,0,"yvan suprina petrovic","4+","EN",24055808,"Games","Games, Strategy, Casual"
"15910","Avoid The Squares!",5,5,0,"Austin Moca","4+","EN",20988928,"Games","Games, Casual, Entertainment, Strategy"
"15911","Monsters Arena",4.06090464224309,3306.53127893136,0,"Matt Bullers","9+","EN",85363712,"Games","Games, Board, Strategy"
"15912","Space Mice Academy",4.06090464224309,3306.53127893136,0,"Jorge Garcia Garcia","4+","EN",113681408,"Games","Games, Strategy, Simulation"
"15913","Hexawar 2",4.06090464224309,3306.53127893136,0,"Petar Juros","4+","EN",11844608,"Games","Games, Puzzle, Strategy"
"15914","Krisprolls War",4.06090464224309,3306.53127893136,0,"Romain Tholimet","9+","EN",106105856,"Games","Games, Action, Strategy"
"15915","Home?",4.06090464224309,3306.53127893136,0,"yichao du","4+","ZH, EN, KO",64652288,"Games","Games, Strategy, Puzzle"
"15916","Sneaky Vikings AR",4.06090464224309,3306.53127893136,3.99,"GBTI Games","12+","EN",163460096,"Games","Games, Casual, Entertainment, Strategy"
"15917","Mini\u5fcd\u8005",4.06090464224309,3306.53127893136,0,"Guangdong Xunjie Network Technology Co., Ltd.","4+","EN",4552704,"Games","Games, Strategy"
"15918","Santa Rise",4.06090464224309,3306.53127893136,0,"Pooja Khatri","4+","EN",91415552,"Games","Games, Casual, Strategy, Entertainment"
"15919","OfLegends.net Guides and more",4.06090464224309,3306.53127893136,0,"Matthias Graffe","12+","EN",75934720,"News","News, Games, Action, Strategy"
"15920","Q1000",4.06090464224309,3306.53127893136,0,"Jason Marcial","4+","EN",13569024,"Games","Games, Trivia, Strategy, Education"
"15921","Rollshot - World War Puzzle",4.06090464224309,3306.53127893136,1.99,"Florian Cordi","12+","EN",135346176,"Games","Games, Entertainment, Puzzle, Strategy"
"15922","Idle Capital Tycoon",4.06090464224309,3306.53127893136,0,"Bell Kevin","4+","EN, ZH",130282496,"Games","Games, Strategy, Simulation"
"15923","Sudoku Endi",4.06090464224309,3306.53127893136,0,"Cem Cakir","4+","EN",157408256,"Games","Games, Strategy, Puzzle, Entertainment"
"15924","Frosty Flight",5,6,0,"Brett Bergstrom","4+","EN",18509824,"Games","Games, Strategy, Casual"
"15925","DEFENSE OF MARATHA",4.06090464224309,3306.53127893136,0,"PawPawGames","4+","EN",103843840,"Games","Games, Strategy"
"15926","Patterno",4.06090464224309,3306.53127893136,0,"Mindtwist","4+","EN",71334912,"Games","Games, Strategy, Puzzle"
"15927","Lottery Jackpot Genie",4.06090464224309,3306.53127893136,0,"Donald Winston","4+","EN",10376192,"Games","Games, Strategy, Productivity, Simulation"
"15928","Sumo PK.io",4.06090464224309,3306.53127893136,0,"Liu Yiteng","9+","EN",87346176,"Games","Games, Action, Strategy"
"15929","Death Zombie: Street Kill",3.5,11,0,"Vu Thi Ha","17+","EN",103264256,"Games","Games, Action, Entertainment, Strategy"
"15930","Black Kingdom",4.06090464224309,3306.53127893136,0.99,"Zhengjie Shi","9+","EN, FR, DE, JA, KO, RU, ZH, ZH",62524416,"Games","Games, Entertainment, Strategy, Action"
"15931","Creature Bounce",5,11,0,"Scott Gleason","4+","EN",31848448,"Games","Games, Casual, Strategy"
"15932","Idle Knights",4.5,169,0,"MOBIRIX","9+","EN, FR, DE, JA, KO, ZH, ES, ZH",92104704,"Games","Games, Strategy, Entertainment, Role Playing"
"15933","Idle Blades Tycoon",4.5,42,0,"DevStone","4+","EN",248096768,"Games","Games, Strategy, Entertainment, Simulation"
"15934","Halloween Defender",4.06090464224309,3306.53127893136,0,"Iman Shumpert","4+","EN",3358720,"Games","Games, Strategy, Puzzle, Entertainment"
"15935","Guess Who Colluded",4.06090464224309,3306.53127893136,0,"David Corso","4+","EN",123053056,"Education","Education, Games, Card, Strategy"
"15936","Cannon Balls io Legend Blast",4.06090464224309,3306.53127893136,0,"DIGIBOT STUDIOS","4+","EN",102416384,"Games","Games, Casual, Entertainment, Strategy"
"15937","Futuball - Football Manager",4.5,34,0,"Trophy Games ApS","4+","AR, DA, NL, EN, FR, DE, EL, ID, IT, NB, PL, PT, RO, RU, ES, SV, TR",226856960,"Games","Games, Strategy, Sports, Sports"
"15938","Elifoot 19 PRO",4.06090464224309,3306.53127893136,3.99,"Elidreams","4+","EN",411110400,"Games","Games, Sports, Strategy, Sports"
"15939","Worthy Life",4.06090464224309,3306.53127893136,0,"Alexis Moroz","12+","EN, FR, ES",88127488,"Games","Games, Casual, Strategy"
"15940","Quick Rings",4.06090464224309,3306.53127893136,0,"Cody Condon","4+","EN",68061184,"Games","Games, Board, Strategy"
"15941","Falling Bloks",4.06090464224309,3306.53127893136,0,"Matheus Miguel","4+","EN",26003456,"Games","Games, Casual, Entertainment, Strategy"
"15942","Endless Skydiving",4.06090464224309,3306.53127893136,0,"Carl Kruk","9+","EN",823296,"Games","Games, Sports, Action, Strategy"
"15943","Solo Noble: Peg Solitaire Game",5,5,0,"Owen LaRosa","4+","EN",16802816,"Games","Games, Entertainment, Board, Strategy"
"15944","Versus Fight",4.5,28,0,"Trilobite Soft","12+","EN",330704896,"Games","Games, Entertainment, Card, Strategy"
"15945","Ultras The Game",4.06090464224309,3306.53127893136,0,"Net-Effect","9+","ZH, EN, FR, DE, IT, JA, ES",234800128,"Games","Games, Sports, Strategy"
"15946","Idle Metro",4,15,0,"Sonmez Sogut","4+","EN, ZH",33935360,"Games","Games, Simulation, Strategy"
"15947","HidesNight",4.06090464224309,3306.53127893136,0,"Mobile Developers of Berkeley","4+","EN",23559168,"Games","Games, Adventure, Strategy"
"15948","Ruthless Conquest",4.5,16,0,"Igor Kalicinski","4+","",51337216,"Games","Games, Strategy"
"15949","Rescue Strike:Army Siege Comma",4,5,0,"Nguyen Tai Phung","17+","EN",372191232,"Games","Games, Strategy, Entertainment, Action"
"15950","Alpha Sniper Mission",4.06090464224309,3306.53127893136,0,"TONG VIET LINH","17+","EN",236792832,"Games","Games, Strategy, Simulation, Entertainment"
"15951","Nimble Spacebot",4.06090464224309,3306.53127893136,0.99,"Indefinite Domain LLC","4+","EN",256288768,"Games","Games, Action, Strategy"
"15952","Mi Rasna - Io sono Etrusco",4.06090464224309,3306.53127893136,0,"Entertainment Game Apps, Ltd.","4+","EN",232863744,"Games","Games, Strategy"
"15953","Th\u1ea7n Long 3Q - Chu\u1ea9n Tam Qu\u1ed1c",5,9,0,"Dat Bui","9+","EN",1139938304,"Games","Games, Card, Strategy"
"15954","Amazing Wizards",4.5,85,0,"ThinkGame","9+","EN, ZH, ZH",289843200,"Games","Games, Strategy, Social Networking, Card"
"15955","Kingdoms: \u0422\u0435\u043a\u0441\u0442\u043e\u0432\u0430\u044f \u0441\u0442\u0440\u0430\u0442\u0435\u0433\u0438\u044f",4.06090464224309,3306.53127893136,0.99,"Mariia Ostrikova","4+","RU",66046976,"Games","Games, Word, Strategy"
"15956","Master Basket Hit",4.06090464224309,3306.53127893136,0,"Maria Jose Rodriguez Sanchez","4+","EN",211442688,"Games","Games, Sports, Strategy"
"15957","Tam Qu\u1ed1c Chi V\u01b0\u01a1ng-Vua 3Q",4.06090464224309,3306.53127893136,0,"Yen Pham","9+","",176057344,"Games","Games, Strategy"
"15958","DailyGammon",4.5,26,0,"Peter Schneider","4+","EN",28390400,"Games","Games, Board, Social Networking, Strategy"
"15959","Usemap Defense Online",4.06090464224309,3306.53127893136,0,"ChusLab","9+","EN, FR, DE, JA, ES, ZH",157985792,"Games","Games, Simulation, Strategy"
"15960","Pro Cheat - Multiplayer Cards",4.06090464224309,3306.53127893136,0,"Eli Bitton","4+","EN",234042368,"Games","Games, Strategy, Entertainment, Card"
"15961","Pro Cheat - Multiplayer Cards",4.06090464224309,3306.53127893136,0,"Eli Bitton","4+","EN",234042368,"Games","Games, Strategy, Entertainment, Card"
"15962","Merge Racers",4.5,127,0,"Wizard Games Inc","4+","EN",460626944,"Games","Games, Entertainment, Racing, Strategy"
"15963","Battle Shooting Hero-Gun Games",4.5,38,0,"Jeremy Kelly","9+","EN",181280768,"Games","Games, Strategy, Role Playing"
"15964","Warped Mines",5,16,0,"Sci-Tech Binary Ltd. Co.","4+","EN, FR, DE, PT, RU, ZH, ES, ZH",12199936,"Games","Games, Education, Puzzle, Strategy"
"15965","Football Manager",4.06090464224309,3306.53127893136,0,"Luca Moser","17+","EN",2507776,"Games","Games, Strategy"
"15966","Lagaram",4.06090464224309,3306.53127893136,0,"EL-4 LIMITED","4+","EN",51850240,"Games","Games, Education, Strategy"
"15967","CrushPang",4.06090464224309,3306.53127893136,0,"seungwon yeom","4+","AR, EN, JA, ZH, ES",104812544,"Games","Games, Strategy, Casual"
"15968","Sliding Squarez",5,13,0,"Ben Stoller","4+","EN",8588288,"Games","Games, Puzzle, Strategy"
"15969","Gold Fish Drop",4.06090464224309,3306.53127893136,0.99,"RADIOBUSH PTY LTD","9+","EN",156824576,"Games","Games, Strategy, Sports"
"15970","Bike Epic Driving Stunting",4.06090464224309,3306.53127893136,0,"Ta Thi Vui","4+","EN",144548864,"Games","Games, Entertainment, Strategy, Action"
"15971","Port Control",4,68,0,"Omicron Game","4+","EN",178853888,"Games","Games, Strategy, Casual"
"15972","Edge Of Sanity",4.06090464224309,3306.53127893136,0,"DADIU","12+","EN",257280000,"Games","Games, Strategy, Action"
"15973","Travel and Holiday Stickers",4.06090464224309,3306.53127893136,0.99,"Boogygames Studios","4+","EN",1874944,"Stickers","Stickers, Places & Objects, Strategy, Games, Adventure, Gaming"
"15974","Zombie Killer: Fight Duty 2",4.06090464224309,3306.53127893136,0,"Nguyen Tai Phung","17+","EN",207788032,"Games","Games, Entertainment, Action, Strategy"
"15975","LINED!",4.5,164,0,"Wang Shusheng","4+","EN",101545984,"Games","Games, Strategy, Puzzle"
"15976","Labyrintheon",4.06090464224309,3306.53127893136,0,"Lars Krakhecke","4+","EN, DE",136254464,"Games","Games, Strategy, Board"
"15977","Happy Bomb",4.06090464224309,3306.53127893136,0,"HONGGENG YU","4+","EN",106101760,"Games","Games, Strategy, Action"
"15978","Hexonia",3.5,446,0,"TOGGLEGEAR","12+","EN",130210816,"Games","Games, Strategy, Adventure"
"15979","XO Challenge",4.06090464224309,3306.53127893136,0,"Adolfo Vera Blasco","4+","EN, ES",8976384,"Games","Games, Board, Strategy"
"15980","Bad-Bug",4.06090464224309,3306.53127893136,0,"Qendrim Ajeti","4+","EN",13461504,"Games","Games, Entertainment, Family, Strategy"
"15981","Mangala Plus",4.06090464224309,3306.53127893136,0,"Serkan Koc","4+","EN",158105600,"Games","Games, Strategy, Education, Board"
"15982","ChessOnline Super",4.06090464224309,3306.53127893136,1.99,"Stefan Cocic","4+","EN, SR",16376832,"Games","Games, Strategy, Board"
"15983","Pool Champions",5,8,0,"Centaur Games","4+","EN",15506432,"Games","Games, Sports, Strategy, Sports"
"15984","Off-Road Transport Trailer",4.06090464224309,3306.53127893136,0,"NGUYEN DANH CHIEN","4+","EN",176481280,"Games","Games, Strategy, Simulation, Entertainment"
"15985","Battlecraft - Tactics Online",5,14,0,"Nikola Todorovic","9+","EN",115596288,"Games","Games, Action, Strategy"
"15986","To the Top!",5,8,0,"Calla Carter","4+","EN",83862528,"Games","Games, Strategy, Casual"
"15987","Ball Trickster 2019",4.06090464224309,3306.53127893136,0,"Rubab Zaidi","4+","EN",100073472,"Games","Games, Adventure, Strategy"
"15988","Spear Bullfighter",4.06090464224309,3306.53127893136,0,"Qingyuan Qingxin District Chaojie Network Technology Co., Ltd.","4+","EN",86099968,"Games","Games, Puzzle, Strategy"
"15989","Cooking Trip",4.5,7,6.99,"8Floor","4+","EN",1175987200,"Games","Games, Strategy, Entertainment, Family"
"15990","Taxi Idle 2D",4.06090464224309,3306.53127893136,0,"Holoboo","4+","EN",159184896,"Games","Games, Simulation, Strategy"
"15991","YADA",4.06090464224309,3306.53127893136,0,"Muhammet Mehmet Emin Kartal","9+","TR",11275264,"Games","Games, Trivia, Strategy"
"15992","Assassin Sniper Hero",4.06090464224309,3306.53127893136,0,"NGUYEN HOC","17+","EN",292867072,"Games","Games, Entertainment, Strategy, Action"
"15993","Sea Game: Mega Carrier",4,3245,0,"TAP4FUN (HONGKONG) LIMITED","12+","NL, EN, FR, DE, ID, IT, JA, KO, PL, PT, RU, ZH, ES, TH, ZH, TR",737247232,"Games","Games, Simulation, Strategy, Entertainment"
"15994","Tam Qu\u1ed1c V\u01b0\u01a1ng Gi\u1ea3",5,5,0,"Nhan Ly","9+","EN",302866432,"Games","Games, Strategy"
"15995","Web Tycoon \u2013 online strategy",4.06090464224309,3306.53127893136,0,"uCoz","12+","EN, RU",5180416,"Games","Games, Education, Simulation, Strategy"
"15996","Record Egg Idle Game",4.5,25,0,"Alictus","4+","EN",129958912,"Games","Games, Strategy, Board"
"15997","Sequence Table Board",4.06090464224309,3306.53127893136,0.99,"Pedro Gomez Vasquez","4+","EN",16305152,"Games","Games, Board, Strategy"
"15998","Vinecraft",4.06090464224309,3306.53127893136,0,"Finlay Paterson","4+","EN",65657856,"Games","Games, Strategy, Puzzle, Entertainment"
"15999","Froggy Jump - puzzles & rescue",4.06090464224309,3306.53127893136,0,"Yushan He","4+","AR, EN, FR, ID",127255552,"Games","Games, Puzzle, Strategy"
"16000","Space Ball Crush Mania",4.06090464224309,3306.53127893136,0,"Irfan Ahmad","4+","EN",108419072,"Games","Games, Strategy, Productivity, Casual"
"16001","Zombie Night Terror",4.5,424,5.99,"Plug In Digital","12+","ZH, EN, FR, DE, JA, PL, PT, RU, ZH, ES",535475200,"Games","Games, Entertainment, Strategy, Puzzle"
"16002","Dune Wars!",4.5,14,0,"FunGenerationLab","9+","EN",262268928,"Games","Games, Strategy, Action"
"16003","Idle Food Empire",4.5,66,0,"Hikmet Duran","4+","EN",73341952,"Games","Games, Simulation, Casual"
"16004","Monster Sweeper",4.06090464224309,3306.53127893136,0,"Janis Theuer","4+","",60290048,"Games","Games, Trivia, Strategy"
"16005","Classic Hearts Touch",4.06090464224309,3306.53127893136,0,"Kevin White","4+","EN",13602816,"Games","Games, Entertainment, Strategy, Card"
"16006","Family cat cruise",4.5,6,0,"kehong zhou","4+","EN, ZH",128441344,"Games","Games, Strategy, Puzzle"
"16007","Fraction games",4.06090464224309,3306.53127893136,2.99,"Ab\xe9c\xe9daire","4+","EN",26540032,"Education","Education, Trivia, Games, Strategy"
